"Indicatortype","Indicator","Description"
"domain","perkinlawtx.com",""
"domain","permobill.com",""
"domain","pflzer.co",""
"domain","pheniexnt.com",""
"domain","pilarcu.com",""
"domain","playboyhouse.xyz",""
"domain","playersoft.co",""
"domain","poetape.com",""
"domain","poiu767678i89p98o7o98po9p7p67p7op654re.com",""
"domain","portalquery-expirynotice.com",""
"domain","portalresolve-reminder.com",""
"domain","povndmgt.com",""
"domain","pqkkwkkskdjqwpokhjqoqpqpakqpqiwqqpqowqpwooq.com",""
"domain","preferred-properties.info",""
"domain","pressin.xyz",""
"domain","pretressservices.com",""
"domain","priaso.com",""
"domain","primwests.com",""
"domain","progressim.click",""
"domain","project-scop.com",""
"domain","project-scop.live",""
"domain","psscontractor.com",""
"domain","pyxislogistics.click",""
"domain","qsummary.online",""
"domain","quintadapraiaverde.com",""
"domain","qwlckrate.com",""
"domain","r4services.org",""
"domain","radsotek.com",""
"domain","railsone-usa.com",""
"domain","ramsmtgcaps.com",""
"domain","ranndlog.com",""
"domain","raptrotech.com",""
"domain","rchrsc.com",""
"domain","reddinc.org",""
"domain","registration-forms.us",""
"domain","reidterrasolution.com",""
"domain","res-report.us",""
"domain","riuyimachine.com",""
"domain","rmcdmcc.com",""
"domain","rnechcollc.com",""
"domain","rodlncoinc.com",""
"domain","ructioninc.com",""
"domain","sablepw.top",""
"domain","safelinks.online",""
"domain","saicorp.co",""
"domain","salesforcie.com",""
"domain","sancoent.org",""
"domain","sanleandroford.click",""
"domain","sbvdjhsadbvjfrkuvfbhdhd.com",""
"domain","scbhubonc.co",""
"domain","schmidoffice.click",""
"domain","scotchdale.click",""
"domain","secrelogrussmake.com",""
"domain","sembmarine-online.com",""
"domain","seneca-report.com",""
"domain","serviceproviderrs.com",""
"domain","servicewebofficeindex361loginemail.online",""
"domain","settings0365.com",""
"domain","shaftdesign.click",""
"domain","shapshap22.com",""
"domain","share-access-notifications.com",""
"domain","sharepoint-access-notifications.com",""
"domain","shdjfbfjfskjdfyfgngjgjg.com",""
"domain","shelils.com",""
"domain","shenoeup.com",""
"domain","siemens-energv.com",""
"domain","siktadmog.com",""
"domain","single-temps.com",""
