vmname,ipaddress
MSDN-ISYS,10.140.108.95
MSDN-MAIA,10.140.108.63
MSDN-MEEPO-DC,10.140.108.9
MSDN-NESOI-APP,10.140.108.46
MSDN-PERSES-DC,10.140.108.61
MSDN-PHANES-APP,10.140.108.60
MSDN-PHOENX-APP1,10.140.108.96
MSDN-PONTUS-DC,10.140.108.58
MSDN-PUCK-CA,10.140.108.78
MSDN-PUGNA-DC,10.140.108.88
MSDN-RIKI-SMTP,10.140.108.59
MSDN-SELENE-APP,10.140.108.108
MSDN-SLARK-APP,10.140.108.94
MSDN-SNIPER-APP,10.140.108.84
MSDN-STYX-CA,10.140.108.62
MSDN-VULCAN-DC,10.140.108.91
MSDN-WIN10-001,10.140.108.22
MSDN-WIN10-002,10.140.108.28
MSDN-WIN10-004,10.140.108.47
MSDN-WIN10-005,10.140.108.48
MSDN-WIN10-006,10.140.108.7
MSDN-WIN10-007,10.140.108.54
MSDN-WIN10-008,10.140.108.55
MSDN-WIN10-009,10.140.108.111
MSDN-WIN10-009,10.140.108.39
MSDN-WIN10-011,10.140.108.51
MSDN-WIN10-012,10.140.108.35
MSDN-WIN10-013,10.140.108.33
MSDN-WIN10-015,10.140.108.6
MSDN-WIN11-001,10.140.108.38
MSDN-WIN11-002,10.140.108.52
MSDN-WIN7-001,10.140.108.20
MSDN-WIN8-001,10.140.108.21
MSDN-WIN81-001,10.140.108.24
MSDN-WIN81-002,10.140.108.13
MSDN-WIN81-004,10.140.108.40
MSDN-XP-002,10.140.108.23
MSDN-ZEUS-DC,10.140.108.15
MSDN2012R2RFAX,10.140.108.114
MSDNBACCHUSDC,10.140.108.83
MSDNERIS001,10.140.108.16
MSDNFAILDC01,10.140.108.81
MSDNFAILDC02,10.140.108.82
MSDNGAEADNS,10.140.108.109
MSDNHELIOSDC,10.140.108.31
MSDNNESOIAPP,10.140.108.25
MSDNORIONDC,10.140.108.77
MSDNOUTLOOK,10.140.108.76
MSDNSOLDC,10.140.108.79
MSDNWIN10-001,10.140.108.117
MSDNWIN10-014,10.140.108.36
MSDNWIN7001,10.140.108.103
MSDNWIN8001,10.140.108.116
MSDNWIN81001,10.140.108.106
MSSQL19-Souhardhya,10.140.98.209
MUP-machine-1,10.140.104.176
MUP-machine-2,10.140.104.186
MVE-AD,10.140.98.165
MVE-APP-Vaswati-FB,10.140.98.79
MVE-APP-Vaswati-SQL1,10.140.98.75
MVE-APP-Vaswati-SQL2,10.140.98.74
MVE-Automation-IntelliJ-Chandra,10.140.98.38
MVE-AutomationTestAgent-Chandra,10.140.98.45
mve-cebu,10.140.105.24
MVE-domain-FB,10.140.98.191
Mve-EST-Client-cert-Chandra,10.140.98.178
Mve-EST-Client-cert-vkundu,10.140.98.172
MVE-FN-APP-2-4-2-forupgradeTest-Rit,10.140.98.85
MVE-FN-APP-AutomationJenkins,10.140.98.34
MVE-FN-APP-FB-2-4-2-Rit,10.140.98.88
MVE-FN-APP-FB-3-1-0-Rit,10.140.98.86
MVE-FN-APP-FB-3-3-0-Rit,10.140.98.83
MVE-FN-App-FB-AutomationServer16,10.140.98.42
MVE-FN-APP-MVEDomain-WinAuthSQL-Rit,10.140.98.36
MVE-FN-AutomationCode-Server16,10.140.98.40
MVE-FN-DB-SQL14x64-2-4-2-forupgradeTest-Rit,10.140.98.93
MVE-FN-DB-SQL16x64-3-0-0-forupgradeTest-Rit,10.140.98.92
MVE-FN-DB-SQL16x64-3-3-0-forupgradeTest-Rit,10.140.98.97
MVE-FN-DB-SQL16x64-3-4-0-forupgradeTest-Rit,10.140.98.94
MVE-FN-DB-SQL16x64-3-5-1-forupgradeTest-Rit,10.140.98.91
MVE-FN-DBSQL16x64-3-3-2-upgradeTest-Rit,10.140.98.136
MVE-FN-DBSQL19-AutomationJenkins,10.140.98.44
MVE-FN-FB-Server16-Susmita,10.140.98.99
MVE-FN-SQLManagementStudio17Rit-MVEDomain,10.140.98.39
MVE-FN-Win2k12r2-FB-Chandra3,10.140.98.103
MVE-FN-Win2k16FBChandra3-5,10.140.98.138
MVE-FN-Win2k16FBChandra4-0,10.140.98.131
MVE-FN2012R2-Bitan,10.140.98.82
MVE-FNAPP-SQL-4-1-Sayanti,10.140.98.143
MVE-NDES-Enterprise,10.140.98.169
MVE-NDESEnterprise-Chandra,10.140.98.53
MVE-RootCA,10.140.98.210
MVE-SubCA-Chandra,10.140.98.50
MVE-SubCA-Enterprise,10.140.98.182
MVE-SubCA-Standalone,10.140.98.222
Mve-Upgrade-SQL,10.140.53.6
MVE-WIN2K16-SER2-chandraDB,10.140.98.145
MVE-WS2k12r2-002-chandra,10.140.98.129
MVE01-SDEY,10.140.98.217
MVE40DBDOMBd,10.140.98.149
mvebeta,10.140.98.157
MVEDOMAIN-Bd,10.140.98.153
MVEESTUPwdvkun,10.140.98.162
MveESTUsrPwdpxy,10.140.98.163
MVEFNA4W12R2SOU,10.140.98.124
MVEFNAPP3-4REG,10.140.98.230
MVEFNAPPFB,10.140.98.232
MVEFNAPPW2K16-1,10.140.98.135
MVEFNAPPW2K16-2,10.140.98.234
MVEFNAPPW2K16-3,10.140.98.188
MVEFNAPPW2K19-1,10.140.98.186
MVEFNAPPW2K19-2,10.140.98.228
MVEFNAPPW2K19-3,10.140.98.192
MVEFNAPPW2K22,10.140.98.220
MVEFNAPPW2K22-1,10.140.98.219
MVEFNAPPWIN11,10.140.98.224
MVEFNDBS2K17EE-1,10.140.98.229
MVEFNDBS2K17EE-2,10.140.98.225
MVEFNDBSQL,10.140.98.226
MVEFNSQL19W19SM,10.140.98.121
MVEFNW19APFBSYN,10.140.98.123
MVEFNWin19DomainChandra,10.140.98.185
mvenxtsnapshot,10.140.98.151
MVESQL,10.140.53.7
Mvetest-AD,10.140.98.105
MVEW16SOUHRDA,10.140.98.119
MVEW19BEDANTA,10.140.98.122
MVEW22BEDANTA,10.140.98.133
MVEW22CHANDRA,10.140.98.132
MVEW22SUSMITA,10.140.98.134
MVEW2K16-AVM1,10.140.98.72
MVEW2K16-AVM10,10.140.98.69
MVEW2K16-AVM2,10.140.98.65
MVEW2K16-AVM3,10.140.98.64
MVEW2K16-AVM4,10.140.98.73
MVEW2K16-AVM5,10.140.98.71
MVEW2K16-AVM6,10.140.98.70
MVEW2K16-AVM7,10.140.98.66
MVEW2K16-AVM8,10.140.98.67
MVEW2K16-AVM9,10.140.98.68
MVEWDAW12R2CHN,10.140.98.125
MVEWDBAW16BDN4,10.140.98.120
MVEWIN11-Sayanti,10.140.98.196
MVEWINAPP01-QA,10.140.98.237
MVEWINAPP02-QA,10.140.98.238
MVEWINAPP03-QA,10.140.98.239
MVEWINAPP04-QA,10.140.98.240
MVEWINAPP05-QA,10.140.98.242
MVEWINAPP06,10.140.98.243
MVEWINAPP07-QA-Bedanta,10.140.98.244
MVEWINAPP08-QA-Souhardhya,10.140.98.246
NaKumari-W2k19-PPR107,10.140.100.68
nayaka-mve-vm,10.140.98.47
NDES,10.140.98.49
netfirm,10.140.42.7
netfirm,10.143.24.135
NPDSCLSTRTEST01,10.140.99.4
NPDSCLSTRTEST02,10.140.99.10
NPDSCLSTW1901,10.140.99.12
NPDSCLSTW1902,10.140.99.13
NPDSS15-AVM1,10.140.99.34
NPDSS15-AVM2,10.140.99.43
NPDSS15-AVM3,10.140.99.41
NPDSS15-AVM4,10.140.99.38
NPDSS15-AVM5,10.140.99.31
NPDSW16-AVM1,10.140.99.46
NPDSW16-AVM10,10.140.99.42
NPDSW16-AVM2,10.140.99.35
NPDSW16-AVM3,10.140.99.47
NPDSW16-AVM4,10.140.99.37
NPDSW16-AVM5,10.140.99.45
NPDSW16-AVM6,10.140.99.39
NPDSW16-AVM7,10.140.99.40
NPDSW16-AVM8,10.140.99.28
NPDSW16-AVM9,10.140.99.33
NPDSW19-AVM1,10.140.99.48
NPDSW19-AVM2,10.140.99.44
NPDSW19-AVM3,10.140.99.32
NPDSW19-AVM4,10.140.99.27
NPDSW19-AVM5,10.140.99.36
NPDSW19VA722PS,10.140.99.9
NPW16VA72203MC,10.140.99.30
NPW16VA72203MC1,10.140.99.6
NPW19VA72203DC,10.140.99.7
NPW19VA72203MC,10.140.99.8
NPW19VA72203SF,10.140.99.14
NPW19VA72203VDC,10.140.99.51
nsstestvm,10.140.52.135
nuggetsupdevappvm01,10.140.32.143
NYCDOE-1Andy,10.140.32.36
OpenDcim,10.140.31.20
OpenSuse,10.140.36.52
OpenSuse,10.140.14.151
OpenSuse11,10.140.53.4
P-LFM-EmailServer,10.140.97.4
P-LPM-Latest-SQLDB,10.140.97.15
P-LPM2-10-Barcode,10.140.97.12
P-LPM2-12-Latest-JR,10.140.97.16
P-LPM2-9-EmailServer,10.140.97.9
P-MVE-2012-VM1,10.140.98.48
P-PPR-105-engine,10.140.97.28
P-PPR-Jan,10.140.97.13
P-PPR-SQL2012-SPR,10.140.97.10
P-PPR-Walmart-DB,10.140.97.14
P-PPR-WALMART2,10.140.97.11
P-PPR-win2k12-POC-DB,10.140.97.48
P-PPR104-Jmeter2,10.140.97.29
P-PPRWalmartPrintSim,10.140.15.106
pacebu01,10.140.107.26
pacebu02,10.140.107.9
pacebu04,10.140.107.29
pacebu05,10.140.107.30
pacebu06,10.140.107.33
pacebugateway,10.140.107.27
pacebugateway1,10.140.107.28
pacebuweb,10.140.107.34
pallabi08-win10x64-analytics,10.140.102.62
palnx1,10.140.107.18
palnx3,10.140.107.19
papermandev,10.152.14.14
pazeatcfms1,10.143.68.36
pazeatcfms2,10.143.68.37
pazseatcfms1,10.140.92.4
pazseatcfms2,10.140.92.5
pazuse2vbllic01,10.140.15.78
pbriarparser01,10.143.40.10
pbriarparser02,10.143.40.12
pbriarparser03,10.143.40.13
pbriarparser04,10.143.40.14
pbriarparser05,10.143.40.8
PCBTUSELHUBAPP01,10.140.15.7
PCBTUSELNODAPP01,10.140.15.8
PCBTUSELNODAPP02,10.140.15.5
PCBTUSELNODAPP03,10.140.15.6
PCBTUSELNODAPP04,10.140.15.9
pcebascoltonode03,10.140.107.66
pcebciapp01,10.140.107.65
pceblextest,10.140.107.71
pceblextestftp,10.140.107.46
pcebmgc27app01,10.143.68.39
PCEBPPQA,10.140.107.20
pcebuascolto01,10.140.107.8
pcebubriarapp01,10.140.107.58
pcebubriarapp02,10.140.107.59
pcebubriarapp03,10.140.107.62
pcebubriarapp04,10.140.107.61
pcebubriarapp05,10.140.107.57
pcebubriarmqapp06,10.140.107.54
pcebubundles,10.140.107.39
pcebugitlab01,10.140.107.36
pcebuhcsrv01,10.143.40.9
PCEBUJENKAPP01,10.140.107.31
PCEBUJENKAPP02,10.140.107.32
PCEBUJENKAPP03,10.140.107.52
PCEBUJENKAPP04,10.140.107.55
PCEBUJENKAPP05,10.140.107.60
PCEBUJENKAPP06,10.140.107.53
PCEBUJENKAPP07,10.140.107.51
PCEBUJENKSERVER01,10.140.107.50
pcebulicsrv01,10.140.107.42
pcebumariadb01,10.140.107.40
pcebumysqlsrv01,10.140.107.49
pcebunagios,10.140.107.56
PCEBUNAGWEB01,10.140.66.9
pcebuqaremtest01,10.140.107.10
pcebuqaremtest02,10.140.107.11
pcebuqaremtest03,10.140.107.12
pcebuqaremtest04,10.140.107.13
pcebusqldev01,10.140.65.133
pcebusqlsrv01,10.140.107.38
pcebusqlsrv02,10.140.107.70
pcebutempwinshare01,10.140.107.45
pcebutempwinshare02,10.140.107.48
Pcebutestftpsrv01,10.140.107.35
pcebutoolsrepo,10.140.107.47
pcebuweblnx01,10.140.107.21
pcebuweblnx02,10.140.107.4
pcebuwebwin01,10.140.107.37
pdsagateway,10.143.40.15
pe-checkout,10.143.24.134
PerceptiveImageNow66,10.140.53.11
perceptor,10.143.28.135
Perf-LCS1,10.140.15.111
Perf-LDD-LB,10.140.97.6
Perf-LDD-server,10.140.97.8
Perf-LDD-WG,10.140.97.27
Perf-PPR,10.140.97.26
Perf-PPR-JCP-App1,10.140.97.51
Perf-PPR-JCP-App2,10.140.15.108
Perf-PPR-JCP-DB,10.140.97.50
Perf-PPR-JCP-LB,10.140.15.103
Perf-PPR104-ISPTest-DB,10.140.97.49
Perf-PPR104-ISPTest-WS,10.140.97.7
Perf-PPR104-ISPTestApp,10.140.97.44
Perf-PPRApp04JCP,10.140.97.87
PERFAD,10.140.97.45
PGS-SQL-F2F,10.140.30.25
phcebpfiles,10.140.105.30
phcebwebapps,10.140.105.26
phcebwebproddb,10.140.105.25
plexuirtapp01,10.143.24.140
pm2lwebscrape,10.143.40.6
poseidon-devel-webserver,10.152.18.100
ppqackan,10.152.14.21
ppqacms,10.152.14.13
PPR-Abhishek-DevSetup,10.140.100.216
PPR-Abhishek-PE,10.140.100.211
PPR-Abhishek-ShiftClick,10.140.100.109
PPR-Abhishek-W2k19,10.140.100.157
ppr-adrika-FFSecurity,10.140.100.204
PPR-Agnibha-F2F,10.140.100.170
ppr-Ankit-MSI-Test,10.140.100.199
ppr-Ankit-ppr107-FFRegression,10.140.100.94
PPR-ankit-WIn10-Client-1,10.140.100.119
ppr-Ankit-Win11-Client-2,10.140.100.129
ppr-ankit-win11client,10.140.100.214
ppr-Biswayan-ppr107-FFRegression,10.140.100.104
PPR-devang-DevVM,10.140.100.66
PPR-Devang-Testing,10.140.100.39
ppr-mir-digitalcore,10.140.100.217
ppr-MIR-TemplateMigration,10.140.100.38
PPR-Mrig-107-PI2EL,10.140.100.198
PPR-Mrig-DB1,10.140.100.179
PPR-Mrig-DB2,10.140.100.181
PPR-Mrig-DB3,10.140.100.182
PPR-Mrig-Dev3,10.140.100.207
PPR-Mrig-Develop2,10.140.100.177
PPR-Mrig-Eng1,10.140.100.160
PPR-Mrig-Eng2,10.140.100.171
PPR-Mrig-Eng3,10.140.100.172
PPR-Mrig-LPS1,10.140.100.162
PPR-Mrig-LPS2,10.140.100.175
PPR-Mrig-LPS3,10.140.100.176
PPR-Mrig-LPS4,10.140.100.42
PPR-Mrig-PPM1,10.140.100.161
PPR-Mrig-PPM2,10.140.100.164
PPR-Mrig-PPM3,10.140.100.174
PPR-Mrig-PPM4,10.140.100.65
PPR-Mrig-TimeZone,10.140.100.124
PPR-Mrig-WS1,10.140.100.165
PPR-Mrig-WS2,10.140.100.173
PPR-Mrig-WS3,10.140.100.178
PPR-Mriganka-DB-107,10.140.100.154
PPR-Mriganka-Develop,10.140.100.184
ppr-nandani-PPR107-devenv,10.140.100.183
ppr-partha-testvm,10.140.100.41
ppr-Poly-ppr107-FFRegression,10.140.100.105
ppr-polydas-engine,10.140.100.47
ppr-polydas-onboarding,10.140.100.180
ppr-Printam-PPR107-Client-ffregression,10.140.100.118
ppr-pritam-cl02,10.140.100.200
PPR-Pritam-Oracle-DB,10.140.100.186
ppr-pritam-ppr107-FFRegression,10.140.100.91
ppr-pritam-ubuntu18,10.140.100.209
PPR-Pritam-UpgradeAssistance,10.140.100.153
PPR-Pritam-W2k22,10.140.100.159
ppr-rajat-dev,10.140.100.197
PPR-Samrat-Win10-VS2005,10.140.100.169
PPR-Sayantan-sso,10.140.100.56
PPR-Shubham-SSO,10.140.100.191
PPR-Simulator,10.140.97.23
ppr-Soumya-PPR107-Client-ffregression,10.140.100.131
ppr-soumya-ppr107-FFRegression1,10.140.100.83
ppr-soumya-win2k19-test01,10.140.100.12
ppr-ssamanta-108-PI01S02,10.140.100.213
ppr-ssamanta-client01,10.140.100.34
ppr-ssamanta-db-mysql,10.140.100.58
ppr-ssamanta-FST-Testing,10.140.100.70
ppr-ssamanta-imageupload,10.140.100.210
ppr-ssamanta-sumanhttps,10.140.100.212
PPR-SSAMANTA-v10-6,10.140.100.71
ppr-ssamanta-win11-client,10.140.100.40
ppr-steve-linux84,10.140.100.202
ppr-suman-cl01,10.140.100.201
PPR-TEST-abrady,10.140.100.156
PPR-WIN2K16-IIS-15JUL21,10.140.100.62
PPR106App1,10.140.97.19
PPR106App2,10.140.97.22
PPR106App3,10.140.97.17
PPR106App4,10.140.97.41
PPR106App5,10.140.97.43
PPRABMKJTMP2021,10.140.100.31
PPRAGNI2K12R2,10.140.100.16
PPRAGNIVAW19,10.140.100.20
PPRAninditaWin2k16,10.140.100.158
PPRAnkitW2k19v107,10.140.100.150
PPRANSRHEL8STL,10.140.100.35
PPRappnew03,10.140.100.194
PPRASSQL19W19,10.140.100.21
PPRBISWAYAN98,10.140.100.7
PPRBISWAYANW16,10.140.100.6
pprdevappvm01,10.140.32.140
PPRHYPERV,10.140.100.215
PPRJmeter01,10.140.97.24
PPRJmeter02,10.140.97.25
PPRMIALIS21W19,10.140.100.24
pprmriganka107-PI-01-EL,10.140.100.152
pprmserajsso01,10.140.100.167
PPRNANDANIw2k19v107,10.140.100.5
pprnprdappvm01,10.140.32.8
PPRPENGINE103,10.140.100.33
pprperftestwebvm01,10.140.97.90
pprperftestwebvm02,10.140.100.195
pprperftestwebvm03,10.140.97.40
pprperftestwebvm04,10.140.97.42
pprperftestwebvm05,10.140.97.91
pprperftestwebvm07,10.140.97.92
pprPritam-W2k22,10.140.100.163
PPRPRITAMSVR16,10.140.100.28
PPRRAJATSQL2K19,10.140.100.32
PPRRAJTEST2016,10.140.100.26
PPRrhel8-AVM11,10.140.100.145
PPRrhel8-AVM12,10.140.100.69
PPRrhel8-AVM2,10.140.100.17
PPRrhel8-AVM3,10.140.100.144
PPRrhel8-AVM4,10.140.100.19
PPRrhel8-AVM5,10.140.100.147
PPRrhel8-AVM6,10.140.100.8
PPRrhel8-AVM7,10.140.100.148
PPRSAMTSTW10104,10.140.100.9
pprsectestwebvm01,10.140.100.196
PPRSHUBHAMW16,10.140.100.29
PPRSHYAMWin10B,10.140.100.208
PPRShyamWin10C,10.140.100.143
PPRShyamWin2k19,10.140.100.185
PPRSOUMYAW11105,10.140.100.30
PPRSQL19W22SD01,10.140.100.15
PPRSQL19W22SD02,10.140.100.14
PPRSSPRNTPRPW19,10.140.100.22
PPRSUMAN2016A,10.140.100.25
PPRSUMAN64GBW16,10.140.100.27
PPRSUMAN98W2K12,10.140.100.18
PPRSumanW2k16v105,10.140.100.151
PPRSumanWin10a,10.140.100.11
PPRTESTW22VM01,10.140.100.13
PPRUROYW2K19,10.140.100.23
PPRv102-InfoDev,10.140.15.107
PPRW12r2-AVM13,10.140.100.132
PPRW12r2-AVM7,10.140.100.87
PPRW12r2-AVM8,10.140.100.85
PPRW12r2-AVM9,10.140.100.128
PPRW2K16-AVM1,10.140.100.100
PPRW2K16-AVM10,10.140.100.98
PPRW2K16-AVM11,10.140.100.96
PPRW2K16-AVM12,10.140.100.111
PPRW2K16-AVM13,10.140.100.107
PPRW2K16-AVM14,10.140.100.135
PPRW2K16-AVM15,10.140.100.120
PPRW2K16-AVM16,10.140.100.130
PPRW2K16-AVM17,10.140.100.116
PPRW2K16-AVM18,10.140.100.136
PPRW2K16-AVM19,10.140.100.126
PPRW2K16-AVM2,10.140.100.82
PPRW2K16-AVM20,10.140.100.125
PPRW2K16-AVM21,10.140.100.123
PPRW2K16-AVM22,10.140.100.110
PPRW2K16-AVM23,10.140.100.139
PPRW2K16-AVM24,10.140.100.141
PPRW2K16-AVM25,10.140.100.140
PPRW2K16-AVM3,10.140.100.79
PPRW2K16-AVM4,10.140.100.95
PPRW2K16-AVM5,10.140.100.77
PPRW2K16-AVM6,10.140.100.73
PPRW2K16-AVM7,10.140.100.78
PPRW2K16-AVM8,10.140.100.103
PPRW2K16-AVM9,10.140.100.90
PPRW2K19-AVM1,10.140.100.84
PPRW2K19-AVM10,10.140.100.102
PPRW2K19-AVM11,10.140.100.108
PPRW2K19-AVM12,10.140.100.134
PPRW2K19-AVM13,10.140.100.122
PPRW2K19-AVM14,10.140.100.117
PPRW2K19-AVM15,10.140.100.127
PPRW2K19-AVM16,10.140.100.114
PPRW2K19-AVM17,10.140.100.137
PPRW2K19-AVM18,10.140.100.133
PPRW2K19-AVM19,10.140.100.106
PPRW2K19-AVM2,10.140.100.74
PPRW2K19-AVM20,10.140.100.138
PPRW2K19-AVM3,10.140.100.88
PPRW2K19-AVM4,10.140.100.97
PPRW2K19-AVM5,10.140.100.89
PPRW2K19-AVM6,10.140.100.86
PPRW2K19-AVM7,10.140.100.80
PPRW2K19-AVM8,10.140.100.101
PPRW2K19-AVM9,10.140.100.93
PPRWIN10-AVM1,10.140.100.99
PPRWIN10-AVM10,10.140.100.142
PPRWIN10-AVM2,10.140.100.75
PPRWIN10-AVM3,10.140.100.81
PPRWIN10-AVM4,10.140.100.76
PPRWIN10-AVM5,10.140.100.112
PPRWIN10-AVM6,10.140.100.113
PPRWIN10-AVM7,10.140.100.121
PPRWIN10-AVM8,10.140.100.115
PPRWin10DesignerWin10,10.140.15.110
pprwin11devappvm01,10.140.100.205
PPRWin2016v102,10.140.15.100
PPRWin2016v98,10.140.15.104
pqcsgateway01,10.143.40.16
PrinterLogic-PoC,10.140.32.44
PSIG,10.140.66.11
punchbag,10.140.46.5
pwatsonapi01,10.143.40.11
QA-L-Win10x64-Edge2,10.140.36.48
qatestcenter,10.140.31.6
qawinldibs1,10.140.52.139
qazeatcfms1,10.140.106.68
qazeatcfms2,10.140.106.71
qcebmgc27app01,10.140.106.73
queue-view-1,10.140.32.43
queue-view-2,10.140.32.49
ratchet,10.140.52.141
RAZOR,10.140.108.32
rburnett-2k12-1,10.140.32.52
rburnett-2k12-2,10.140.32.46
rburnett-2k12-3,10.140.32.56
rburnett-2k12-4,10.140.32.45
rburnett-2k16-1,10.140.32.89
RDC-2016-Test,10.140.104.14
RDS-Win10PRO,10.140.31.15
RDS-Win2016-STD,10.140.31.9
Redhat-5-7,10.140.36.6
Redhat5,10.140.14.177
RedHatEnterpriseLinux6,10.140.53.24
reflector,10.143.28.134
RescueVM,10.140.97.88
reviews,10.143.24.139
rgurramwin,10.140.31.12
rhoskins-2k16-1,10.140.32.85
rhoskins-2k16-2,10.140.32.74
rhoskins-2k16-3,10.140.32.84
Ria-Kali,10.140.104.182
Ringdale,10.140.32.54
rsewick-2k16-1,10.140.32.82
s19democep1,10.140.98.187
s19democes1,10.140.98.171
s19democes2,10.140.98.174
sa-ibm-1,10.140.32.109
sa-ibm-2,10.140.32.113
sa-ibm-3,10.140.32.110
sa-ibm-4,10.140.32.112
sa-kofax-1,10.140.32.51
SA-LPM-1,10.140.32.86
SADIKADFS,10.140.96.35
safjawswin2019,10.140.31.7
saftestcenter,10.140.31.5
SamratsWin2k16PESetup,10.140.100.55
Sanyam-Ubuntu20,10.140.102.71
sanyamwin10x64-03,10.140.102.23
sanyamwin10x64-04,10.140.102.28
sanyamwin10x64-1,10.140.102.25
sanyamWin10x64-2,10.140.102.26
sanyamwin8x64-02,10.140.102.21
Sayantan-Win16,10.140.100.54
sbanerjeedevfb,10.140.98.150
scottybank-ca,10.140.14.192
scottybank-dc,10.140.14.194
scottybank-Enro,10.140.14.196
sdi-autostore-1,10.140.32.53
sdi-lrs-1,10.140.32.90
sdi-lrs-2,10.140.32.81
sdi-mve,10.140.32.55
sdi-papercut-1,10.140.32.50
sdi-sp13-1,10.140.32.48
SDI-Tools,10.140.32.131
SDW22SQL19,10.140.100.146
secscript,10.140.36.13
secscript,10.140.14.160
security-labDCCA-restore,10.140.36.16
seleniumd,10.140.13.43
Server12R2,10.140.98.100
Server16,10.140.98.115
Server16SQL16,10.140.98.108
Server16SQL17,10.140.98.114
Server19,10.140.98.109
Server19-Souhardhya,10.140.98.204
Server19SQL19,10.140.98.111
Server2012,10.140.53.12
Server2012-Kinton-WG4-148,10.140.106.156
Server2012-NEW-LPM-Integration-228,10.140.106.158
Server2012R2-Kinton-WG1-202,10.140.106.171
Server2012R2-Kinton-WG10-189,10.140.106.157
Server2012R2-Kinton-WG5-221,10.140.106.166
Server2012R2-Kinton-WG6-MSOffie2016-211,10.140.106.163
Server2012R2-Kinton-WG7-194,10.140.106.172
Server2012R2-Kinton-WG8-193,10.140.106.173
Server2012R2-Kinton-WG9-185,10.140.106.170
Server2012R2-Kinton2NetAdptr-WG1-184to183,10.140.106.162
Server2012R2-Kinton2NetAdptr-WG2-182to180,10.140.106.164
Server2016-Kinton-MSSQLServer-208,10.140.106.175
Server2016-Kinton-WG1-191,10.140.106.174
Server2016-Kinton-WG2-179,10.140.106.159
Server2016-Kinton-WG3-174,10.140.106.160
Server2016Core,10.140.106.161
Server2019-Kinton-MSSQLServer-135,10.140.106.168
Server2019-Kinton-WG1-169,10.140.106.169
Server2022-MVE-Sayanti,10.140.98.141
Server2022Regression-Bedanta,10.140.98.130
Server2022TemplateMVE,10.140.98.113
Server2K19-Souhardhya,10.140.98.197
sftp,10.140.14.219
SHA384,10.140.14.154
Sharepoint2010-Win2k3R2SP264Bit,10.140.53.9
Sim1,10.140.98.55
sirius,10.140.105.27
SIRIUSTSTSQL,10.140.66.14
SMJ-WIN10,10.140.100.188
SMJ-WIN2016-WM,10.140.100.189
SMLDD3205APPS2,10.140.96.7
SMLPM23Serv2,10.140.96.65
SMLPM86ENT1,10.140.96.9
SMLPM86ENT2,10.140.96.18
SMLPMADFS57,10.140.96.62
SMLPMCCLIENT2,10.140.96.36
SMLPMCWin19,10.140.96.44
SMLPMemailtest,10.140.96.29
SMLPMENT12k22,10.140.96.96
SMLPMENT2FF,10.140.96.97
SMLPMLDD98,10.140.96.85
smnmarkswvm1,10.140.31.137
smnmarkswvm10,10.140.31.139
smnmarkswvm2,10.140.31.140
smnmarkswvm3,10.140.31.138
smnmarkswvm4,10.140.31.141
smnmarkswvm5,10.140.31.132
smnmarkswvm6,10.140.31.135
smnmarkswvm7,10.140.31.134
smnmarkswvm8,10.140.31.136
smnmarkswvm9,10.140.31.133
SOL14-CARMEN-1,10.140.65.21
solr-dev,10.140.33.4
SolutionManager,10.140.53.14
sonarqube,10.140.13.23
soumybasuwin8x64,10.140.102.66
sourcecode-dev,10.140.52.133
spectrum-db,10.140.36.28
spectrum-dev,10.140.36.24
spectrum-jl-dev,10.140.36.31
spectrum-prod-OVF,10.140.36.30
spectrum-qa,10.140.36.23
spectrum-qa-OVF,10.140.36.26
speixoto-1,10.140.32.87
SPNEIGO,10.140.14.222
sproutsdevappvm01,10.140.32.142
SQA-2012,10.140.106.48
SQA-2012-02,10.140.106.17
SQA-2012-03,10.140.106.18
SQA-2012-05,10.140.106.26
SQA-2012-07,10.140.106.8
SQA-2012-08,10.140.106.21
SQA-2012-11,10.140.107.44
SQA-2012-13,10.140.106.23
SQA-2012-14,10.140.106.16
SQA-2012-15,10.140.106.7
SQA-2012-23,10.140.106.6
SQA-2012-24,10.140.106.9
SQA-2012-26,10.140.106.32
SQA-2012-New1,10.140.106.53
SQA-2016-01,10.140.106.30
SQA-2016-02,10.140.107.43
SQA-2016-03,10.140.106.28
SQA-2016-04,10.140.106.40
SQA-2016-05,10.140.106.13
SQA-2016-07-LDDLPM-VM4,10.140.106.51
SQA-2016-08,10.140.106.29
SQA-2016-09,10.140.106.49
SQA-2016-18,10.140.106.15
SQA-2016-20ab,10.140.106.41
SQA-2016-CEP,10.140.106.33
SQA-2016-CES,10.140.106.34
SQA-2016-LDD001,10.140.106.55
SQA-2016-LDDLPM1,10.140.106.50
SQA-2016-LDDMSSQL,10.140.106.62
SQA-2016-NDES,10.140.106.35
SQA-2016-RootCA,10.140.106.36
SQA-2016-SP2Test,10.140.106.56
SQA-2016-SubCA,10.140.106.38
SQA-2016C,10.140.106.43
SQA-2019-001,10.140.106.57
SQA-2019-01,10.140.106.12
SQA-2019-02,10.140.106.19
SQA-2019-ADFSMVE,10.140.106.58
SQA-2019-SubCAMVE,10.140.106.24
SQA-2019-SubCM,10.140.106.59
SQA-2022-01,10.140.106.10
SQA-DEB,10.140.106.45
SQA-DEB01,10.140.106.52
SQA-MVE01,10.140.106.22
SQA-UBUNTU02,10.140.106.47
